country_code,country_name,region,sub_region,Current health expenditure (% of GDP),Current health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),"Fertility rate, total (births per woman)",Fixed broadband subscriptions (per 100 people),GDP (current US$),GDP per capita (current US$),Individuals using the Internet (% of population),Land area (sq. km),"Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Urban population (% of total population),5-year average GDP growth,5-year average GDP per capita growth,WGI - VoiceandAccountability,WGI - Political StabilityNoViolence,WGI - GovernmentEffectiveness,WGI - RegulatoryQuality,WGI - RuleofLaw,WGI - ControlofCorruption,Political rights score,Civil liberties score,Population aged 0 - 40
SEN,Senegal,Africa,Sub-Saharan Africa,3.97799659,58.90360641,59.275,4.556,0.933011806,23578084052.0147,1446.83096499408,29.64312367,192530,67.941,109.721371,82.3474783150678,2.74974740844133,16296364,47.653,6.3562694700045,3.43022747108837,0.2603853940963745,0.05736391618847847,-0.05736938491463661,-0.1122397631406784,-0.1907603144645691,0.0484844334423542,29,42,0.8242877766215552
SGP,Singapore,Asia,South-eastern Asia,4.46444654,2823.63818359,86.1981,1.14,25.91165882,372062527488.638,65233.2824392302,88.94925269,709,83.4975609756098,155.6474064,7952.99858956276,1.14428330688929,5703569,100,2.9480041478139998,2.0942653658610255,-0.18336543440818787,1.5316022634506226,2.221086025238037,2.161376714706421,1.878558874130249,2.1594765186309814,19,29,0.4719198480389286
SLB,Solomon Islands,Oceania,Melanesia,4.47443104,94.96378326,55.26279,4.361,0.156011364,1589913622.23799,2373.63247042576,11.92422906,27990,72.996,71.37945398,23.324687388353,2.56538506367278,669823,24.21,3.5556663383649343,0.8602803762934039,0.5980532765388489,0.5017839670181274,-0.9972015619277954,-0.8322485685348511,-0.13986755907535553,-0.00740398932248354,30,49,0.7871326817164586
SLV,El Salvador,Americas,Latin America and the Caribbean,7.10940361,288.51745605,65.25247,2.021,7.666788252,27022640000,4187.2500311069,33.8207289,20720,73.317,146.9221022,309.881467181467,0.509683301933842,6453553,72.746,2.400965418419866,1.893200851976488,0.13837362825870514,-0.12745198607444763,-0.4654403030872345,0.02163848653435707,-0.7624596357345581,-0.5525648593902588,30,33,0.6839627801752524
SRB,Serbia,Europe,Southern Europe,8.53899002,617.08654785,75.65345,1.52,18.51056202,51475016532.1293,7411.55864879005,77.41677362,87460,75.6853658536585,96.37095905,79.8376857992225,-0.536610017822353,6945235,56.26,3.1978889221315,3.743041281454906,0.02662612684071064,-0.0916651114821434,0.019078735262155533,0.11386710405349731,-0.11906975507736206,-0.44555148482322693,22,42,0.48051700474973064
STP,Sao Tome and Principe,Africa,Sub-Saharan Africa,6.26645994,125.40039825,44.9711,4.267,0.763522059,418637388.988052,1946.64361370086,29.9312292,960,70.385,77.07806339,219.820833333333,1.89076332349799,215056,73.598,3.234396081810798,1.3081575872460882,0.3727668821811676,0.5156372785568237,-0.6269139647483826,-0.9070695042610168,-0.6797023415565491,0.22584551572799683,35,49,0.8097315092953398
SUR,Suriname,Americas,Latin America and the Caribbean,7.96947193,474.1265564,47.46427,2.394,13.81559483,3697371949.58434,6359.83361442737,48.94517397,156000,71.682,139.9867899,3.69222435897436,0.929025561206018,581363,66.095,-0.8731545832794381,-1.8489634714028267,0.38978254795074463,0.1134033054113388,-0.590061366558075,-0.6795514225959778,-0.05965122580528259,-0.39323732256889343,34,45,0.6602707774660582
SVK,Slovak Republic,Europe,Eastern Europe,6.68639565,1299.91137695,75.58542,1.56,29.04687968,105079673009.733,19266.0141007811,82.8536605,48080,77.4707317073171,135.5967816,113.285586522463,0.135328072840865,5454147,53.729,3.2153123947332682,3.080727302398466,0.9109987020492554,0.7827881574630737,0.6739016771316528,1.0067802667617798,0.5567356944084167,0.327202707529068,37,53,0.48606445700858447
SVN,Slovenia,Europe,Southern Europe,8.29891014,2169.57910156,76.51751,1.61,30.20892366,54174227308.8862,25940.728030936,83.1083578,20136.4,81.280487804878,120.8464227,102.992292564709,0.696304046333357,2088385,54.822,3.552865245962732,3.28999175423191,1.0074244737625122,0.8167541027069092,1.081404447555542,1.00883948802948,1.1184208393096924,0.9058986902236938,39,56,0.4360928393813198
SWE,Sweden,Europe,Northern Europe,10.8985014,5981.70605469,81.99155,1.7,40.24085778,530883869004.977,51647.9915583251,94.49344341,407310,82.9585365853659,128.4911022,24.9814981218237,1.01372226345511,10278887,87.708,2.467760432905208,1.2787415983200314,1.5922601222991943,1.0517905950546265,1.8299006223678589,1.8016748428344727,1.90652596950531,2.1184780597686768,40,60,0.4874002409015684
SWZ,Eswatini,Africa,Sub-Saharan Africa,6.54034519,271.14007568,59.49273,2.958,0.711234392,4471598726.6436,3894.67980685427,30.3,17200,60.194,93.52732251,66.0576162790698,1.04530919354082,1148130,23.981,1.989228394964774,1.0276247347063914,-1.3212302923202515,-0.37859588861465454,-0.6783169507980347,-0.6122773885726929,-0.5018827319145203,-0.4876726269721985,1,18,0.812075778677209
SYC,Seychelles,Africa,Sub-Saharan Africa,5.11036491,833.07897949,61.70497,2.34,27.59799057,1703387387.32319,17448.2702926831,58.76981124,460,73.9439024390244,198.1522217,210.352173913043,0.887925293341637,97625,57.119,4.58841204177602,3.210508665178934,0.33566996455192566,0.6894370317459106,0.5179413557052612,-0.1530526727437973,0.17143608629703522,0.9692126512527466,34,43,0.5922147101003893
TCD,Chad,Africa,Sub-Saharan Africa,4.09880257,29.23851013,36.93568,5.649,4.26416e-4,11314951342.7807,709.540310138533,6.49999812,1259200,54.239,48.06483101,12.2917336404066,2.98593746093303,15946876,23.279,-0.171065533667048,-3.2083310019578035,-1.4177297353744507,-1.3400243520736694,-1.5684038400650024,-1.1192482709884644,-1.2833583354949951,-1.4205666780471802,3,14,0.85557030591564
TGO,Togo,Africa,Sub-Saharan Africa,6.16532087,41.83677292,62.28934,4.259,0.394674035,5490272413.38702,679.290249091295,12.36022497,54390,61.042,77.19500701,145.046773303916,2.42033520841497,8082366,42.248,5.185837341920316,2.60402561675783,-0.7209277153015137,-0.8053930401802063,-0.9173346757888794,-0.6789817214012146,-0.5887966752052307,-0.7497167587280273,15,28,0.8113480701987947
THA,Thailand,Asia,South-eastern Asia,3.79303908,275.91650391,80.09233,1.514,14.51882873,543548969968.693,7806.74221105532,66.65241317,510890,77.15,186.1585875,135.897206835131,0.283426556156345,69625582,50.692,3.42696460419771,3.071880932072276,-0.8272712826728821,-0.5375580787658691,0.3570563495159149,0.11610496789216995,0.10288157314062119,-0.4073984920978546,5,25,0.5047890946863337
TJK,Tajikistan,Asia,Central Asia,7.2394805,59.84311676,61.26761,3.556,0.067565528,8116626794.25837,870.787589323223,21.96,138790,71.097,111.5281656,65.5727141724908,2.39054628853621,9321018,27.309,6.962002726435664,4.389561133506158,-1.8295934200286865,-0.5751481056213379,-1.049005389213562,-1.0110654830932617,-1.2279412746429443,-1.3211725950241089,0,8,0.7784826837140086
TLS,Timor-Leste,Asia,South-eastern Asia,4.32635784,93.69417572,39.36487,3.943,0.046399442,2017924900,1560.50982160188,27.49273173,14870,69.495,110.2184718,85.270477471419,1.96383558319426,1293119,30.947,3.968189158491644,1.9832142749868562,0.38276639580726624,0.23987026512622833,-0.884692370891571,-0.7843469977378845,-1.1110148429870605,-0.38298270106315613,33,39,0.7906706260826528
TON,Tonga,Oceania,Polynesia,5.09657621,236.93453979,61.38921,3.518,3.543744138,512350059.421629,4903.15290276599,41.24872764,720,70.907,59.4330775,143.329166666667,1.24898706310596,104494,23.107,2.4198721444836098,1.7368975639055542,0.5559594631195068,1.1205109357833862,0.1627243310213089,-0.32663923501968384,0.45866918563842773,-0.34568023681640625,30,49,0.7340593509861527
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,6.93182945,1123.42370605,61.29128,1.711,24.32591885,24269714809.9078,17397.9817601543,77.32605293,5130,73.507,155.1087369,270.927485380117,0.367347659660472,1394973,53.187,-1.4066803153991794,-1.872057496918688,0.624919056892395,0.05524015054106712,0.10015146434307098,-0.15098600089550018,-0.1202659085392952,-0.19135574996471405,33,49,0.5758880663297894
TUN,Tunisia,Africa,Northern Africa,7.29209566,251.54672241,68.65706,2.174,10.20425544,38796687568.157,3317.4535932122,66.6999983,155360,76.699,126.3052836,74.4413233779609,1.11364374282179,11694719,69.254,1.595713943124484,0.4738378363104521,0.28140565752983093,-0.8325363397598267,-0.10227388888597488,-0.4372052252292633,0.06221868842840195,-0.07705046981573105,32,39,0.6232489000806433
TUR,Turkey,Asia,Western Asia,4.12414074,389.86557007,76.79104,2.055,17.05866436,761425499358.159,9126.56134585014,73.97670403,769630,77.691,96.83716867,106.960128893104,1.33926035058318,83429615,75.63,4.157014024692012,2.559381804846864,-0.8147029876708984,-1.3428292274475098,0.048385970294475555,-0.007316892966628075,-0.28296324610710144,-0.2909700572490692,16,16,0.634350309237343
TZA,Tanzania,Africa,Sub-Saharan Africa,3.62868047,36.82281494,54.46329,4.832,1.792339801,63177068174.549,1122.12181047515,15.99999943,885800,65.456,82.20817408,63.5790787988259,2.95168167328042,58005463,34.5,6.209952818556274,3.09048942349657,-0.5037909746170044,-0.36204707622528076,-0.8790504336357117,-0.6409062147140503,-0.5779313445091248,-0.39087092876434326,12,22,0.8299177037830971
UGA,Uganda,Africa,Sub-Saharan Africa,6.52623558,43.13787842,59.9818,4.824,0.232325189,35165157016.9125,794.341077917102,23.70653091,200520,63.368,57.36556563,213.061734490325,3.55574052888872,44269594,24.361,5.348787027122216,1.5884244151235907,-0.6238396167755127,-0.6457884311676025,-0.5852001309394836,-0.37422439455986023,-0.3146112263202667,-1.1656256914138794,11,23,0.8605481356265524
UKR,Ukraine,Europe,Eastern Europe,7.72391653,228.39007568,70.2106,1.228,16.15913118,153781069118.148,3659.03131229487,62.55315539,579400,71.8273170731707,130.6294363,77.015046599931,-0.530994160113763,44386203,69.473,0.31338643272625,0.7764444927097178,0.055237796157598495,-1.5238696336746216,-0.29658252000808716,-0.2586700916290283,-0.6983514428138733,-0.7095971703529358,26,34,0.48626415417404506
URY,Uruguay,Americas,Latin America and the Caribbean,9.20269966,1590.04821777,61.53994,1.963,29.24574794,56045912952.9732,16190.126957465,76.94955197,175020,77.911,138.0749359,19.7080276539824,0.359859761032412,3461734,95.426,1.2988166933425631,0.9374404297823772,1.2569401264190674,1.045502781867981,0.6957387924194336,0.5094084143638611,0.6212631464004517,1.2465108633041382,40,58,0.5568280724296601
USA,United States,Americas,Northern America,16.88529778,10623.84960938,83.99668,1.705,34.72232806,21433226000000,65297.517508274,88.49890317,9147420,78.7878048780488,134.4588794,35.7136220923495,0.473953539373292,328239523,82.459,2.400832624671084,1.7732013239410307,0.9652480483055115,0.29798582196235657,1.4891815185546875,1.3453584909439087,1.4610936641693115,1.2153260707855225,32,51,0.5240578402987073
UZB,Uzbekistan,Asia,Central Asia,5.29149055,82.26926422,69.87898,2.785,13.93882902,57921286440.3495,1724.85654379271,55.20000067,440555,71.725,101.2075903,74.8058698686884,1.87647016682647,33580350,50.433,5.802722043757474,3.960950095992736,-1.6055108308792114,-0.27243340015411377,-0.5146490335464478,-0.993292510509491,-1.0481816530227661,-1.053790807723999,2,9,0.7127277198502184
VCT,St. Vincent and the Grenadines,Americas,Latin America and the Caribbean,4.47178459,329.25665283,57.0869,1.872,20.33746575,824718518.518518,7457.50950382514,20.68943522,390,72.534,92.86637912,282.589743589744,0.343298993403754,110589,52.614,1.3772254805742963,1.0584602951320965,0.927590548992157,0.9597089886665344,0.22584962844848633,0.21223247051239014,0.44635623693466187,0.7815564870834351,36,55,0.6041612036928197
VNM,Vietnam,Asia,South-eastern Asia,5.91789675,151.68611145,69.76594,2.05,15.34527973,261921244843.172,2715.27603640721,68.7,310070,75.4,141.2268627,308.125245912213,0.960110493934853,96462106,36.628,6.75911392307833,5.687004852588434,-1.380526065826416,0.1318749189376831,0.039076801389455795,-0.2623482942581177,-0.016898753121495247,-0.5138410925865173,3,16,0.6295838258065022
VUT,Vanuatu,Oceania,Melanesia,3.37372637,105.3915863,61.05191,3.744,2.630367945,934239973.812573,3115.35862043261,25.71978784,12190,70.474,88.44112017,24.0098441345365,2.43092019311926,299882,25.394,2.8423883511460977,0.24665677847971582,0.663360595703125,1.0262949466705322,-0.5464751124382019,-0.4600435793399811,0.1778533160686493,-0.2588750422000885,33,49,0.7820509400364144
WSM,Samoa,Oceania,Polynesia,5.21262693,227.32792664,62.07404,3.83,0.866128834,852250190.985485,4324.01401840457,33.61093932,2830,73.321,63.58317294,69.3038869257951,0.491828866926665,197097,18.056,2.9777162295563118,2.4610929573771894,0.7477008700370789,1.1205109357833862,0.4364130198955536,-0.22384203970432281,1.0770641565322876,0.6406355500221252,30,51,0.7405539516877819
ZAF,South Africa,Africa,Sub-Saharan Africa,8.25342083,525.95690918,67.01897,2.381,2.135233845,351431649241.439,6001.4011214068,56.16739447,1213090,64.131,165.5999383,47.640752128861,1.31629200967216,58558267,66.856,0.7893944487621104,-0.63207083965679,0.6703882217407227,-0.2179308533668518,0.3673802316188812,0.15617172420024872,-0.07640767842531204,0.08492385596036911,33,46,0.717173648598583
ZMB,Zambia,Africa,Sub-Saharan Africa,4.93484306,75.99179077,66.93648,4.559,0.497681265,23309773922.7582,1305.06325350544,14.2999971,743390,63.886,96.41441171,23.3414789007116,2.89237292696711,17861030,44.072,3.13551062750357,0.1219130558813788,-0.28619879484176636,-0.10221624374389648,-0.6752145290374756,-0.5542691349983215,-0.4620692729949951,-0.6403450965881348,20,32,0.8500077879029848
ZWE,Zimbabwe,Africa,Sub-Saharan Africa,4.73433113,140.3203125,54.46935,3.531,1.395817464,21440758800,1463.98591018054,27.05548769,386850,61.49,90.10228966,37.3245909267158,1.41968104561509,14645468,32.21,0.7938901474223823,-0.7082085907712091,-1.1418747901916504,-0.9201785326004028,-1.2053371667861938,-1.463199496269226,-1.2570089101791382,-1.238795518875122,11,17,0.825809313226005
