"CountryCode","SeriesCode","DESCRIPTION",
"MEX","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MEX","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MEX","IT.NET.BBND.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","MS.MIL.XPND.ZS","1990-2003 SIPRI estimates.",
"MHL","IT.NET.USER.ZS","National Telecommunications Authority.",
"MHL","IT.CEL.SETS.P2","National Telecommunications Authority.",
"MHL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MHL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MHL","SP.DYN.LE00.MA.IN","Data source: Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MHL","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 1995-2003, 2006-2008, 2010-2018 arrivals by air. 2004, 2005, 2009 air and sea arrivals. 2014-2018 Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre.",
"MHL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MHL","SP.DYN.LE00.FE.IN","Data source: Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MHL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2004 country data. Fiscal years (October 1 to September 30).",
"MHL","IT.MLT.MAIN.P2","National Telecommunications Authority.",
"MHL","SP.DYN.CBRT.IN","Data source: Economic Policy, Planning and Statistics Office; DHS 2007",
"MHL","IT.NET.BBND.P2","National Telecommunications Authority.",
"MHL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MHL","SP.DYN.TFRT.IN","Data source: DHS 2007; Economic Policy, Planning and Statistics Office; U.S. Census Bureau",
"MHL","IT.NET.BBND","National Telecommunications Authority.",
"MHL","SP.DYN.AMRT.MA","Data source: World Bank estimate",
"MHL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MHL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MHL","SP.DYN.AMRT.FE","Data source: World Bank estimate",
"MHL","IT.MLT.MAIN","National Telecommunications Authority.",
"MHL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2004 country data. Fiscal years (October 1 to September 30).",
"MHL","IT.CEL.SETS","National Telecommunications Authority.",
"MHL","SP.DYN.CDRT.IN","Data source: Economic Policy, Planning and Statistics Office",
"MIC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"MIC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"MKD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MKD","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MKD","SP.ADO.TFRT","The former Yugoslav Republic of Macedonia.",
"MKD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MKD","IT.NET.BBND","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MKD","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MKD","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MKD","IT.MLT.MAIN","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MKD","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","IS.RRS.PASG.KM","Source: OECD",
"MKD","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MKD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MKD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MKD","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","IT.CEL.SETS.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.CEL.SETS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.NET.USER.ZS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.NET.BBND.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MKD","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments.",
"MKD","IS.RRS.GOOD.MT.K6","Source: OECD",
"MKD","IT.MLT.MAIN.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MKD","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MKD","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MLI","MS.MIL.XPND.ZS","2000-2004 SIPRI estimates.",
"MLI","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MLI","IT.NET.BBND.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MLI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MLI","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MLI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MLI","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 1995-2007, 2016-2018: Arrivals by air only (Bamako-Sénou airport).",
"MLI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MLI","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","IT.NET.BBND","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.MLT.MAIN.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MLI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MLI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country and World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data are not available. Short-term debt for 2019 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.",
"MLI","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","IT.NET.USER.ZS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MLI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","IT.MLT.MAIN","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MLI","MS.MIL.XPND.CN","1961-1965 & 1993-2004 SIPRI estimates.",
"MLI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MLI","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","IT.CEL.SETS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.CEL.SETS.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MLI","MS.MIL.XPND.CD","1961-1965 & 1993-2004 SIPRI estimates.",
"MLI","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","SP.DYN.CBRT.IN","Data source: Eurostat",
"MLT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","IT.CEL.SETS","Maltacom. From 1999: Malta Communications Authority.",
"MLT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","SP.POP.GROW","Data source: Eurostat",
"MLT","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","PA.NUS.FCRF","Data are reported in Maltese liras.",
"MLT","SP.DYN.CDRT.IN","Data source: Eurostat",
"MLT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MLT","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","IS.RRS.GOOD.MT.K6","Source: OECD",
"MLT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistics Office",
"MLT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MLT","IT.NET.BBND","Maltacom. From 1999: Malta Communications Authority.",
"MLT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MLT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","IT.MLT.MAIN","Maltacom. From 1999: Malta Communications Authority.",
"MLT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MLT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","IS.RRS.PASG.KM","Source: OECD",
"MLT","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","SP.POP.TOTL","Data source: Eurostat",
"MLT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MLT","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","IT.MLT.MAIN.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. From 2004 data based on departures by air and by sea.",
"MLT","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"MLT","IT.NET.BBND.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MLT","IT.CEL.SETS.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","IT.NET.USER.ZS","Maltacom. From 1999: Malta Communications Authority.",
"MLT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MMR","MS.MIL.XPND.CN","2012-2018 highly uncertain data.",
"MMR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","IT.CEL.SETS.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MMR","IT.MLT.MAIN.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.NET.USER.ZS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.CEL.SETS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MMR","IT.MLT.MAIN","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","MS.MIL.XPND.CD","2012-2018 highly uncertain data.",
"MMR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MMR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2019 are World Bank staff estimates based on the market data. Short-term debt data are not available. Data include HIPC debt relief.",
"MMR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MMR","IT.NET.BBND","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MMR","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 2016: change in the methodology.",
"MMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MMR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MMR","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MMR","IT.NET.BBND.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MMR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MMR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MMR","MS.MIL.XPND.ZS","2012-2018 highly uncertain data.",
"MNE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MNE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","MS.MIL.XPND.ZS","2005-2006 SIPRI estimates.",
"MNE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MNE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MNE","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MNE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","IT.NET.BBND.P2","Agency for Telecommunications and Postal Services.",
"MNE","IS.RRS.PASG.KM","Source: OECD",
"MNE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","IS.RRS.GOOD.MT.K6","Source: OECD",
"MNE","IT.MLT.MAIN.P2","Agency for Telecommunications and Postal Services.",
"MNE","SP.POP.GROW","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","MS.MIL.XPND.CN","2005-2006 SIPRI estimates.",
"MNE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","MS.MIL.XPND.CD","2005-2006 SIPRI estimates.",
"MNE","IT.NET.USER.ZS","Agency for Telecommunications and Postal Services.",
"MNE","IT.CEL.SETS.P2","Agency for Telecommunications and Postal Services.",
"MNE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MNE","SP.POP.TOTL","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNE","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MNE","IT.CEL.SETS","Agency for Telecommunications and Postal Services.",
"MNE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNE","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MNE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNE","IT.NET.BBND","Agency for Telecommunications and Postal Services.",
"MNE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments.",
"MNE","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2019 are World Bank staff estimates. Short-term debt for 2019 is based on data from the BIS.",
"MNE","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MNE","IT.MLT.MAIN","Agency for Telecommunications and Postal Services.",
"MNE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MNG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MNG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MNG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MNG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MNG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MNG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","IT.NET.BBND","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MNG","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MNG","IT.MLT.MAIN","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MNG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MNG","IT.NET.USER.ZS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"MNG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MNG","IT.CEL.SETS.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MNG","IT.NET.BBND.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","IT.CEL.SETS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2019 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MNG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MNG","IT.MLT.MAIN.P2","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNP","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"MNP","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"MNP","ST.INT.RCPT.CD","Compiled from data reported by the country.",
